label,a1,a2,b1,b2,c1,c2,c3,d1,d2,d3
0.05505462852698298,1,1.45847822002572,0,-1.529300753353182,-0.17780551487679785,4.341582850035831,-1.0191714284369406,0.13589342212035893,2.0050211070711055,1.4536196801663166
-0.05268240311692262,1,2.010337565303689,1,1.1752824900832857,-0.17523248213079579,0.28566424958524816,0.7309173738824943,2.654804849340656,2.9361652243924388,2.206563801600355
-0.003921241865773002,0,-0.37861176784917205,0,-2.129375460604703,0.969718051216125,0.6659123460940375,0.18939529838596048,-0.1589586255811286,1.1459749352405117,4.480534716770961
-1.156350250313517,0,-0.9401627109881232,0,0.028616960487748692,0.5298210636672722,1.902611320020077,1.9820178593978552,-0.6244531438072727,3.0313167527986153,3.594461203801509
-1.3386387740748988,0,-0.8744655793806444,0,0.15781218146246434,-4.930500705667738,-6.064212660441917,-3.5082181562748804,1.7305813639625063,2.6509093367613534,1.4964612556519121
-0.41289131544404756,0,0.15521160374854848,0,-0.4272922753975241,-1.1451925823001068,-3.377806383660216,2.6535339422810047,2.9870979350090474,2.4961857179595506,2.3365061588289473
0.3497668375095267,0,0.06285258373860572,1,-0.07622546468075209,1.1506693957783602,0.3255361979537449,-1.5786329642522896,0.49371333682300045,1.8830806972529346,3.597716822828132
-0.40283241420652305,0,1.9303531986049005,0,0.937396348935042,-1.2212633930273844,-1.1340905909301797,-2.262287894030087,1.961596719657565,4.169430058385315,2.681607985829711
-1.0880836983408984,0,-0.4592528582688708,0,-0.5531906375790375,-0.4793526867306537,-0.48502187423970206,-3.3366536400208635,0.4743841678322299,2.454707037493768,2.2012015351284275
0.632369571226432,1,0.9533272764717755,0,1.7348873677642507,-0.7914086276285012,-1.0056588071652364,-0.14178718849573158,1.8376077770518198,2.7214427265844177,3.0831731507042486
1.157682010824279,0,-0.22740646187704078,1,1.2014220793339045,0.7108900131647139,-1.3028646549398326,-0.8959517971019225,2.8716188179434594,1.7798769273863957,4.795430807647328
-0.08140899763165375,0,0.32875921987349627,0,-2.0929767838528606,0.9711777174704507,2.220447067529291,2.9472482422873947,1.1240908234858928,3.0934241035626133,3.895922607179656
0.5325210593228215,0,-0.14200242361380672,1,0.3027749085041179,-0.7707626083514884,-0.37345588046385153,3.169633377650372,1.1761320341114745,2.424495774891546,3.0436011428843632
0.04484597932937002,0,-0.04568912440802118,1,0.9941516052415952,0.20531119174217355,1.6409748661758257,0.6153768988872097,2.3481554938914946,2.9578241550770548,2.322780749534138
0.038951707996312514,0,0.5347230368997192,1,-0.761345801958137,0.7053426144115179,1.0505474568974942,1.1614214076011553,0.5788348641345762,3.2007587373491293,3.1795814302130463
-1.2187921420088352,0,0.48736459234781593,0,0.5946735391770266,-0.25637466890643434,-0.18751029328843877,-0.03203670676102263,1.8768137742450333,0.8394067836000403,2.0600497504682767
0.4847763907789664,1,0.42956871567955635,0,0.5965764892199198,2.157378452319622,1.3167880194607084,-3.9435834314085234,2.0842095717329623,1.02075490052966,3.030358516347876
0.5515170915683468,0,-0.6107473142652228,1,2.897864538757462,1.571620286595027,2.745972504272606,-1.0232388338359772,-1.1912322574575822,3.5960181644422846,2.9053950039585046
1.786813782240459,1,-0.577042704973268,0,1.0532863396584349,1.7865155293594248,0.8869275789340251,1.7120219969444896,1.859906765017601,0.8649095203909887,3.3374419355755927
-0.988680086996869,1,-0.2867042595736877,1,0.33868800076393535,1.4658103710527441,1.6837010083252797,2.4462931389236573,0.6716203033488515,3.58048611940513,1.9043894045244494
0.559777249087736,1,1.6749141908923593,0,0.5103017077361284,1.0286377049930837,-1.6490326270803157,-0.8956850959589691,1.8704792521587938,2.270288869213143,3.6076495290939574
-0.38079104161787874,0,-1.4783255144520233,0,-0.7922510251267042,-1.2860955642272518,-1.3337262425204817,-3.930978217813216,0.48232730444879657,1.8807148995786405,3.9909136268711984
-0.8457213935072345,0,0.22484379289858225,0,1.027710552911217,-2.1313337227386677,-4.325624536508029,-2.746259834708925,0.2738658774004652,2.216349534079069,2.018915469996753
-1.0048832969566595,0,1.1654097593733201,0,-0.7879458328909101,0.8872553497999116,-3.9248222915139204,0.10438914024575352,0.12953460612046552,3.0050937968551628,1.3585468112759558
-2.094893941558283,0,-1.9335149638127829,0,-1.1999956395551232,-2.9934357197887773,-1.331629577695446,-4.783523079946587,2.391814691943452,0.40896110846846123,2.3352391923191633
2.616496250453152,0,-0.11708974667119479,1,0.3200113226746075,1.8185613751510594,1.70930613100162,0.7092311289530351,0.3571704758006199,2.5146721302694197,3.072445019192434
-3.2382246506477674,0,2.0063878452766537,0,1.2772930118851957,-4.521972158824974,-4.9869695225992725,-6.636096898102027,0.7182645887779009,3.1494804432567403,4.1458251078286406
1.3008336780302718,1,1.146453259051182,0,-0.47135921283419424,2.760413447923339,3.9347667130942092,6.79743784572645,0.5781643002376644,1.1392974569910868,3.3283823859353947
-0.2489616359893385,0,-1.9149921085222912,0,0.5063727139439851,-0.4819131075804223,-1.405076738519453,-0.05072511619249109,-0.11393809305800451,-0.024424547320130774,3.782097815587672
1.1711663688828484,1,0.7776004666777538,0,-0.15536252486719826,2.1012912003100093,4.1322974007149895,8.599780712710558,2.561267257277004,1.0096723351610788,4.463795583328238
-0.8751987445470876,0,-1.050306959075103,0,0.41405227437311504,1.3606293840086092,0.9337705902812499,1.065227797975624,1.74879001542063,2.0491093780083114,2.9284272327554395
-1.3473693690632143,0,-0.18565517064872,0,1.5204963114275138,-2.327955207690554,-0.7476294536247912,-6.402505412778861,2.573978265698619,0.8301019767071074,4.079817947992307
-0.4963773593293107,1,1.042089727409474,1,0.37037579293059764,0.2757079892390838,0.69981045209769,-1.5992656205275546,2.144927546185497,3.010155670434017,2.1804035054822135
-0.7652645386920267,1,1.3126691326405755,1,1.7797015314237,-1.8079902458584205,0.859685552006777,-0.5554521920638444,0.309099626069372,2.6934448799675796,0.8362318284459009
-0.4763145946493445,0,-0.5825859204641033,0,0.6933201279781526,-2.157911802964098,-2.7527679026755374,-1.247734901034221,2.528511325004207,2.907735984130493,3.215262017833451
0.25137472113684217,0,0.14904174459890368,1,0.5210710341251834,-0.3306352341210707,2.30446137109233,-3.556697856414255,2.276594365526951,2.0396197570088295,2.819617084200109
-0.029816622626531862,0,0.4227016942741334,0,2.4191362612473544,-0.9030448702946655,-1.371895189056104,-1.3382483707810642,0.7167555177109384,0.17100285693133754,1.5996297363307883
-0.3262559528510179,1,-0.6585137616637855,1,1.0278787190313536,-0.529497502635424,0.7092870911778895,5.152284504683813,0.8518009379807916,2.0850025321349897,4.481957776684181
-0.7975850521578276,0,-0.15806944463216227,0,-0.7055551915539594,-1.824923696323046,-2.255086967131546,-2.0240534287267735,1.5355359683219338,2.341349910383217,2.580159014911182
0.6701784349882403,0,-0.7377405374528829,1,0.7619384725825167,-1.1772017202325598,-2.091424390508315,-1.799081517589583,1.3621567632599207,3.438404126388482,2.577358697830395
1.8767647566932724,0,-0.08542388491985886,1,-0.3069729357977695,-1.1243070086760907,1.6750867654187978,2.6188221471388218,1.3647188828265768,2.857409094626884,3.3557093748332916
-0.24592823373935102,0,-1.1320273381832242,0,-0.3170294914193678,1.733012000121262,-0.04057859301559841,0.9274152917075182,1.0613646877936247,0.8291318181022211,1.7832776412800448
0.4909131070069423,1,1.7078442017628184,0,1.8509253395878378,-0.2642797323803981,-1.1567904923759795,-2.251423925750613,1.517630938083414,1.6712286068947377,2.0080259650405234
0.5844767891284857,1,-0.6413783513862727,0,-1.4458894362547605,-3.4953838974549027,-4.063577373049051,-2.1646980456787555,1.7476488276261493,0.014273260835476087,2.677159149487465
1.218033080572589,1,-0.5894485871078738,0,0.2298464431454084,0.5848684892709075,-0.5491364157354424,3.4278897108602013,1.0822666544934445,2.1593340263395433,3.7290796358529033
-0.7089128961839387,0,-2.217694280890203,0,0.6724371812856973,-4.458597438227157,3.1632169417125855,-4.4195454262548735,2.6103624036900843,0.8901291483821598,2.008451761510263
0.5638167154330473,1,1.4979208657474863,0,2.1222064388246435,0.3292648830900129,-2.0423382495813476,0.7380334744348358,0.6606282080820238,0.6432491266163356,2.57424082145283
-0.4268637652427957,1,2.578669731784557,1,0.4993480928075683,0.909047128368418,-1.8039327099549207,1.3396613928948242,1.783411006414514,2.335902039783017,2.5995666388093484
1.6571330307773264,1,0.9225004151298977,0,0.43242781439192174,4.06342379069022,2.59860168362055,5.449510188402866,-0.04222289477378993,1.3478220458801546,2.5891355306960557
-0.1857277706868953,1,-1.2181680188166957,1,1.6687490439024864,-0.17502561540700606,-0.20853949806890432,2.2427061029340254,1.6906249351191343,2.4384458548377426,2.8300324388163687
-1.5930039498159423,0,0.5760357427406048,0,-0.41581738150647435,-3.4043724707728336,-0.6096036959869409,-3.9025443455845688,0.9812361858014753,2.17648855091816,4.458753025324708
-1.0915466597899988,1,1.1862618760372898,1,0.5300267827796004,1.7378016323359602,4.790866511357174,3.5357943090396198,3.183873852124297,4.375092286229655,2.6583566944937407
